Commune;Commune 2;Numéro voie;Nom voie;INSEE;EPCI;Canton;Arrondissement;Numéro de tronçon;Identifiant tronçon;Code itinéraire;PNR Perche;PROPAGEACC;Statut;Propriétaire;Type propriété;Date inscription PDIPR;Date délibération commune;PDF délibération commune;URL délibération commune;Date délibération CD;PDF délibération CD;URL délibération CD;geo_point_2d;geo_shape;Longueur;OBJECTID;SHAPE_LENG;st_length(shape)
Méréglise;;6;dit des Meuniers;28242;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr3.1;tr3.1-28242;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-10-05;;;;;;48.28958733395766, 1.1694600719629946;"{""coordinates"": [[1.168709938972034, 48.295720239965476], [1.1690799743671707, 48.295490390008304], [1.1690130901137459, 48.295155988861865], [1.168786979267574, 48.295090578494474], [1.168628654840358, 48.29430709964281], [1.1683615771483313, 48.29347366722097], [1.1683250140171821, 48.293129763693514], [1.168342308184891, 48.29252749310286], [1.1683192387852732, 48.29110227722783], [1.1684336963957598, 48.29066860322282], [1.1686863168386847, 48.28966157978755], [1.1691682128142284, 48.28854035170002], [1.1693713760163584, 48.288081866858924], [1.1694297400356368, 48.28781768437229], [1.169556839292179, 48.28748328177266], [1.1708656896643481, 48.28575334801499], [1.1714038987179236, 48.285023497645575], [1.171654488479778, 48.28461363735654], [1.1717269233060066, 48.284454026075075], [1.1717211852331844, 48.283925311185556], [1.1719270915692948, 48.28351773659738]], ""type"": ""LineString""}";1432;308;1432.88068555;1432.880685542253
Montigny-le-Chartif;;3;de Grandhoux à Brou;28261;Entre Beauce et Perche;Brou;NOGENT-LE-ROTROU;tr1.1;tr1.1-28261;F41.D-28261,FVTT7.C-28061,GR35-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-07-19;;;;;;48.28067918635641, 1.1166291667556743;"{""coordinates"": [[1.1157954334110605, 48.283526293042144], [1.1159045320567218, 48.28326895117938], [1.1161198077096768, 48.28275612761732], [1.1165196863039037, 48.28210908303263], [1.1165413780347717, 48.28174176408615], [1.1165422969498124, 48.281236954893785], [1.116618196647185, 48.28071047957145], [1.1167255388671058, 48.280182600279076], [1.1168975401213344, 48.27952239944811], [1.117006719874684, 48.27886310418415], [1.1171649427010826, 48.27794931841857], [1.1171470950618525, 48.27772995948903]], ""type"": ""LineString""}";656;310;656.51802435;656.5180243536572
Mottereau;;15;dit de la Chevillère;28272;Entre Beauce et Perche;Brou;CHATEAUDUN;tr12.1;tr12.1-28272;FVTT7.B-28061,FVTT7.C-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-09-04;;;;;;48.25460381724633, 1.1871344621987534;"{""coordinates"": [[1.1861748096127762, 48.253247739117356], [1.1865756531660596, 48.25364753842618], [1.186841699964959, 48.25403750187026], [1.1870772564233985, 48.25434062721421], [1.1870150857760149, 48.25452744862049], [1.1870478675558263, 48.25481846227749], [1.1872012015923696, 48.25509083070435], [1.1874757786726673, 48.25528460282834], [1.187828503341137, 48.25553325138222], [1.1880560408122753, 48.25567568625028], [1.1882607284047582, 48.25578955119427]], ""type"": ""LineString""}";335;313;335.73920343;335.73920343026344
Nogent-le-Rotrou;;;chemin des lignes;28280;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr2.1;tr2.1-28280;TPerche.4-28236,St.Michel-28085;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-01;;;;;;48.3252479316021, 0.8251920278551509;"{""coordinates"": [[0.824714140758717, 48.32512089425613], [0.8250701947794891, 48.32521023518233], [0.8253533634913068, 48.325281287187615], [0.8256615319357052, 48.32540126911507]], ""type"": ""LineString""}";77;314;77.07304872;77.07304872890901
Nogent-le-Rotrou;;39;de la Tendronnière à la Godelière;28280;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr40.1;tr40.1-28280;VTT8-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-01;;;;;;48.296968234491366, 0.8047290317976729;"{""coordinates"": [[0.8071388536248003, 48.296685629990954], [0.8069593016239176, 48.296712070079835], [0.8060735511682328, 48.29687723399453], [0.8045624527560132, 48.29706055682441], [0.8033285877276813, 48.29707873426391], [0.8030149545829633, 48.29704671468236], [0.8026386589718788, 48.297062349782124], [0.8023155557619325, 48.29697480933577]], ""type"": ""LineString""}";364;316;364.62508268;364.62508267799325
Arcisses;ARCISSES;12;du Rocher à la Haumardière;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr9.4;tr9.4-28236;F34.A-28236,VTT2-28236,VTT5-28236,VTT8-28236,VTT9-;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.3280356113311, 0.8373246378161835;"{""coordinates"": [[0.8379839504540092, 48.328805046558514], [0.8377883156651803, 48.3285252340525], [0.8373156148155635, 48.32803556049545], [0.836996413883069, 48.3276344198956], [0.8366101401878331, 48.32731905200222]], ""type"": ""LineString""}";194;318;194.77419897;194.77419896959788
Arcisses;ARCISSES;15;de Nogent le Rotrou à Arcisses;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr18.1;tr18.1-28236;F34.A-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.33075038624803, 0.8479440426087024;"{""coordinates"": [[0.8502935184732897, 48.32967130643754], [0.8497511084246132, 48.330929885334484], [0.8478055120255972, 48.33089719743143], [0.8473053194517427, 48.33090239155443], [0.8468165458983604, 48.33080301105047], [0.846602233812077, 48.33080387610877], [0.8459492372805238, 48.3308777258758], [0.8455707671747913, 48.3308756012595], [0.8449594954771681, 48.3308025610078]], ""type"": ""LineString""}";503;320;503.78538846;503.7853884659552
Arcisses;ARCISSES;;sans n°, dit des Minières;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr23.1;tr23.1-28236;VTT4-28236,VTT14-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.35170339029365, 0.8669124982503515;"{""coordinates"": [[0.8651169902797786, 48.351392429791424], [0.8654025916197574, 48.351507713289415], [0.8657254641264401, 48.35158497123971], [0.8659959923204303, 48.35163151872927], [0.8668120414667584, 48.351661103045075], [0.8675500384589276, 48.351749496899764], [0.8681358678378823, 48.351858789896], [0.8687133601568744, 48.35201978554421]], ""type"": ""LineString""}";278;323;278.38940974;278.38940973519635
Marolles-les-Buis;;3;dit du Calvaire;28237;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr4.2;tr4.2-28237;VTT13-28236,TPerche.12-28237,F7.A-28237;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.37078080802931, 0.9339945704975241;"{""coordinates"": [[0.9277642133856823, 48.367241895243545], [0.928323338292186, 48.36752070018354], [0.9290033100349305, 48.36776103323722], [0.9295139058614094, 48.36791303724664], [0.9299918101640392, 48.3680285437402], [0.9304499880967005, 48.36819132764823], [0.9309829924641123, 48.36845066613341], [0.9317373628685822, 48.36889722174202], [0.9323236824505982, 48.369305865933235], [0.9327189667988461, 48.369649395893006], [0.933243089935552, 48.37004981829554], [0.9337308799636002, 48.37055123938212], [0.9341601115253975, 48.370996870124436], [0.93441797252584, 48.37125615611006], [0.9346617268208226, 48.371465191301404], [0.9349063861035989, 48.37171948409519], [0.9351523322449167, 48.37194105626528], [0.9354332946103991, 48.372124183029165], [0.9357782781921458, 48.37223393966318], [0.9364381151260612, 48.372531972741946], [0.936933266131607, 48.372778717176296], [0.9374307863170659, 48.3730790777433], [0.93788025221518, 48.373351811684564], [0.9382813112625916, 48.373605842212974], [0.9385897189072375, 48.3737921798125], [0.9390796803793837, 48.374057874369], [0.9396467966073522, 48.37430266612292], [0.940120971580576, 48.374573177315796]], ""type"": ""LineString""}";1245;327;1245.19143613;1245.1914361326608
Marolles-les-Buis;;4;de Rigny à la Cotière;28237;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr6.1;tr6.1-28237;VTT13-28236,TPerche.12-28237,F7.A-28237;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.37699424006873, 0.938327631279771;"{""coordinates"": [[0.940120971580576, 48.374573177315796], [0.9394903130066943, 48.37488891577541], [0.9389644217610505, 48.37517504038525], [0.9387526648155818, 48.37541704197461], [0.9383929727412144, 48.37589375122442], [0.9382468510603692, 48.3763388762732], [0.9377932255266073, 48.37696914776791], [0.9374416047420956, 48.377367834413725], [0.9373962322000379, 48.377795662622006], [0.9379509110646083, 48.378744331741515], [0.9382298830005725, 48.379324618068715], [0.9383772162430648, 48.379961355156944]], ""type"": ""LineString""}";679;328;679.04389233;679.0438923244743
Mottereau;;1;dit de la Petite Bretonnière;28272;Entre Beauce et Perche;Brou;CHATEAUDUN;tr5.1;tr5.1-28272;FVTT7.B-28061,FVTT7.C-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-09-04;;;;;;48.25260473952032, 1.1520057975614264;"{""coordinates"": [[1.153335038413971, 48.25216148063676], [1.152502745982183, 48.25236825908969], [1.1520099617225161, 48.25258130801809], [1.1517428856623115, 48.252708038346555], [1.1514173337814806, 48.252831005166364], [1.1511142835218147, 48.252957235445585], [1.1509329679129356, 48.25304369711114], [1.1507023707562767, 48.25312616016374]], ""type"": ""LineString""}";224;329;224.02486038;224.024860380314
Arcisses;ARCISSES;8;de Margon à Ozée;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr8.2;tr8.2-28236;F34.B-28236,VTT2-28236,VTT4-28236,VTT5-28236,VTT13;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.34635942351478, 0.8627531927123491;"{""coordinates"": [[0.8599968478488098, 48.346526617971044], [0.8605480431417317, 48.34649128310667], [0.8610702747199453, 48.34633195501876], [0.8616254399195923, 48.34615552300767], [0.8620454465073302, 48.34605878585444], [0.8625738163695543, 48.3460653956662], [0.8628169608255731, 48.34610243505198], [0.8632384512847677, 48.34633744697882], [0.8633299853007117, 48.34643801502539], [0.8640512591876789, 48.346490317772805], [0.8648359190220472, 48.34656519125405], [0.8655274200018399, 48.34657283339048]], ""type"": ""LineString""}";437;341;437.22367453;437.22367452154646
Arcisses;ARCISSES;6;de Nogent-le-Rotrou à Champrond-en-Perchet par la;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr13.1;tr13.1-28236;F35.B-28280,VTT2-28236,VTT5-28236,VTT8-28236,VTT9-;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.322573095692356, 0.8361274591598545;"{""coordinates"": [[0.8303760338327866, 48.324331735964016], [0.8311020713440307, 48.32399730705773], [0.8316897545164551, 48.323706041440175], [0.8320604196639506, 48.32354799609202], [0.8325729774789445, 48.323397942711736], [0.8329847333857769, 48.32320745120943], [0.8335204636190425, 48.322949511229915], [0.8340252812419374, 48.322745780356975], [0.8345268084376227, 48.32260278924736], [0.8361773450468902, 48.3223661159414], [0.8374488397979509, 48.32218455309926], [0.8380813438276731, 48.322051545401465], [0.8392071397007198, 48.32197376155692], [0.8409822341948355, 48.3217013351267], [0.8420822378064973, 48.32152135797393]], ""type"": ""LineString""}";937;346;937.64162641;937.6416264013658
Illiers-Combray;;40;des Nouettes à la Fortinière;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr28.1;tr28.1-28196;F28.B-28196;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.291043354547746, 1.2537716461481634;"{""coordinates"": [[1.2534913039008302, 48.29462398551348], [1.2535827363077645, 48.29450160084871], [1.2537219085351914, 48.29433995209817], [1.2539571692041611, 48.29410531147163], [1.2542954587746997, 48.29385730900229], [1.2545751969147994, 48.293626300434006], [1.2547968543863415, 48.29326347167914], [1.2548176432858198, 48.29317448600139], [1.2546708949280945, 48.29302647682973], [1.2542506773937323, 48.29265120206215], [1.2539257837801883, 48.292360672619445], [1.2533293045772922, 48.29178634914587], [1.2555798536559173, 48.2908998428565], [1.2547653346799355, 48.2897716739447], [1.2540296898121197, 48.2888664056233], [1.2530828610695333, 48.28926466220981], [1.2525293731437193, 48.289457395553896], [1.2519143486264697, 48.28953313727296], [1.2503847967375643, 48.289391469231106]], ""type"": ""LineString""}";1118;352;1118.60678192;1118.6067819193736
Illiers-Combray;;212;de Nouvet à la Billanche par Tansonville;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr30.1;tr30.1-28196;F28.B-28196;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.279407403179185, 1.2491953732776355;"{""coordinates"": [[1.2545787260825874, 48.27860445408605], [1.2543364263353944, 48.27859611651853], [1.2540976662925156, 48.27891166655011], [1.2535373995037122, 48.27908240376243], [1.2527525566044957, 48.279226251974045], [1.2522610434137198, 48.279217903924916], [1.2520577135237534, 48.27911012841026], [1.2516182404244443, 48.27907363454328], [1.251089527072753, 48.279116147437385], [1.2506671356256682, 48.27908956999629], [1.25030407943526, 48.279065150350206], [1.250012175977611, 48.27904654494805], [1.2491265530750004, 48.27940399432305], [1.2480847392200383, 48.27972283373515], [1.2475196704600644, 48.27990475896709], [1.246614126011953, 48.279962969365144], [1.2459639298132676, 48.279859949836464], [1.24482837731324, 48.2796928324358], [1.2439976358319198, 48.27956356074843], [1.2436546417837355, 48.2795068065694]], ""type"": ""LineString""}";872;353;872.93231852;872.9323185232123
Illiers-Combray;;49;de Tansonville à Thoreau;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr31.1;tr31.1-28196;GR655-28000,GR35-28000,F28.B-28196;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.27855648177127, 1.2446056385504638;"{""coordinates"": [[1.2436546417837355, 48.2795068065694], [1.243781051481235, 48.279405932028176], [1.243981325384263, 48.27916194110533], [1.2446680128622118, 48.278647761110335], [1.2451498144162891, 48.27796715163954], [1.2453411943944568, 48.277521822227584], [1.2453456935774534, 48.2774538714559]], ""type"": ""LineString""}";264;354;264.81118895;264.8111889471816
Illiers-Combray;;226;d'Illiers-Combray à la Leu;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr34.1;tr34.1-28196;GR35-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.28574123216399, 1.2157668531290609;"{""coordinates"": [[1.2153936395281404, 48.28411181981724], [1.2154948519463338, 48.284494333689636], [1.2158393528497817, 48.28464559409028], [1.2153696117091157, 48.28566397936953], [1.21531392215211, 48.28604412573303], [1.2155063077216088, 48.2862454590013], [1.2159446618361653, 48.286536716684175], [1.216412219348441, 48.28687514814979], [1.2167768982120768, 48.28718136770244]], ""type"": ""LineString""}";401;356;401.70200986;401.70200985406376
Illiers-Combray;;78;de la Moisanderie à Bréviande;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr38.1;tr38.1-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.30281949381903, 1.1806218949571337;"{""coordinates"": [[1.1810298359405846, 48.303551122764446], [1.1809522875518852, 48.30347135212577], [1.1806771831296505, 48.30275634613316], [1.180473268942779, 48.302460328037455], [1.1802789954165374, 48.302350188072566], [1.1800483058439901, 48.302240026765865]], ""type"": ""LineString""}";168;357;168.76445668;168.76445667715691
Illiers-Combray;;76;d'Illiers-Combray au Bourg Joli;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr40.1;tr40.1-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.3136679583311, 1.1721103376305053;"{""coordinates"": [[1.1708736783381142, 48.313835070596205], [1.1714900404479187, 48.31380261306473], [1.1719579992935842, 48.31374197927908], [1.172608106981073, 48.31355450159795], [1.1729303826491533, 48.31348331069056], [1.1733406224503966, 48.313463871589384]], ""type"": ""LineString""}";189;358;189.34950163;189.34950162745702
Illiers-Combray;;24;dit de Cranes;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr43.1;tr43.1-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.315111759786426, 1.2324769515851217;"{""coordinates"": [[1.2305317152202258, 48.31531723298068], [1.231015404444765, 48.315262815010236], [1.2316586733630894, 48.31507930027594], [1.23186421348812, 48.31499984517434], [1.2324410562517443, 48.31505232502249], [1.2331865291810553, 48.3151378301093], [1.234440276901044, 48.31500890998447]], ""type"": ""LineString""}";299;361;299.13002587;299.13002586710843
Illiers-Combray;;5;d'Illiers Combray à la Marnière;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr45.1;tr45.1-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.316866967581554, 1.2432988001390286;"{""coordinates"": [[1.2440858374199912, 48.31955801341077], [1.2429160270156796, 48.31716908745237], [1.242724360163788, 48.31601260130032], [1.2428116951011008, 48.31532099873689], [1.2442888907413832, 48.31480657772912]], ""type"": ""LineString""}";609;363;609.32645411;609.3264541064055
Illiers-Combray;;20;de Mirougrain à Mesliers;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr48.1;tr48.1-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.3098625936822, 1.2325125299848039;"{""coordinates"": [[1.2343182671773711, 48.309933786593696], [1.2329263683632918, 48.309887291962404], [1.2316921693924023, 48.30983611769883], [1.2307088072055445, 48.30975593975248]], ""type"": ""LineString""}";268;365;268.46640619;268.4664061864939
Illiers-Combray;;18;de la Croix Beaujoin à Guignard;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr21.2;tr21.2-28196;THVL.1-28196,St.Michel-28085,GR655-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.30690298295739, 1.2313654919714458;"{""coordinates"": [[1.2307088072055445, 48.30975593975248], [1.2308636427660198, 48.30926417338941], [1.2311394789696801, 48.30875635670963], [1.231472083731841, 48.308285103863554], [1.2316673410160133, 48.307785009956284], [1.2318672929624235, 48.306746258417135], [1.2318394215084307, 48.30642945050597], [1.2316727241116903, 48.30616295331781], [1.231254200863189, 48.305606064540484], [1.2311751074833415, 48.30530426577479], [1.2311218642457937, 48.303967064131925]], ""type"": ""LineString""}";666;366;666.94921937;666.9492193705529
